first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
2020-05-17,2020-05-23,55-59,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,55-59,נקבה,966,<15,0.0
2020-05-17,2020-05-23,60-64,זכר,603,<15,0.0
2020-05-17,2020-05-23,60-64,נקבה,904,<15,0.0
2020-05-17,2020-05-23,65-69,זכר,623,<15,0.0
2020-05-17,2020-05-23,65-69,נקבה,738,<15,0.0
2020-05-17,2020-05-23,70-74,זכר,666,<15,0.0
2020-05-17,2020-05-23,70-74,נקבה,738,<15,0.0
2020-05-17,2020-05-23,75-79,זכר,441,<15,0.0
2020-05-17,2020-05-23,75-79,נקבה,599,0.0,0.0
2020-05-17,2020-05-23,80+,זכר,1587,<15,<15
2020-05-17,2020-05-23,80+,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,80+,נקבה,3444,0.0,0.0
2020-05-17,2020-05-23,NULL,זכר,501,<15,0.0
2020-05-17,2020-05-23,NULL,לא ידוע,163,<15,0.0
2020-05-17,2020-05-23,NULL,נקבה,472,<15,0.0
2020-05-24,2020-05-30,0-19,זכר,2318,79.0,0.0
2020-05-24,2020-05-30,0-19,לא ידוע,63,<15,0.0
2020-05-24,2020-05-30,0-19,נקבה,2010,61.0,0.0
2020-05-24,2020-05-30,20-24,זכר,694,<15,0.0
2020-05-24,2020-05-30,20-24,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,20-24,נקבה,755,<15,0.0
2020-05-24,2020-05-30,25-29,זכר,742,<15,0.0
2020-05-24,2020-05-30,25-29,נקבה,1160,<15,0.0
2020-05-24,2020-05-30,30-34,זכר,962,<15,0.0
2020-05-24,2020-05-30,30-34,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,30-34,נקבה,1451,<15,0.0
2020-05-24,2020-05-30,35-39,זכר,930,<15,0.0
2020-05-24,2020-05-30,35-39,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,35-39,נקבה,1445,<15,0.0
2020-05-24,2020-05-30,40-44,זכר,726,<15,0.0
2020-05-24,2020-05-30,40-44,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,40-44,נקבה,1235,<15,0.0
2020-05-24,2020-05-30,45-49,זכר,575,<15,0.0
2020-05-24,2020-05-30,45-49,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,45-49,נקבה,834,<15,0.0
2020-05-24,2020-05-30,50-54,זכר,477,<15,0.0
2020-05-24,2020-05-30,50-54,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,50-54,נקבה,666,<15,0.0
2020-05-24,2020-05-30,55-59,זכר,396,<15,0.0
2020-05-24,2020-05-30,55-59,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,55-59,נקבה,611,<15,0.0
2020-05-24,2020-05-30,60-64,זכר,407,<15,0.0
2020-05-24,2020-05-30,60-64,נקבה,649,<15,0.0
2020-05-24,2020-05-30,65-69,זכר,400,<15,0.0
2020-05-24,2020-05-30,65-69,נקבה,623,<15,0.0
2020-05-24,2020-05-30,70-74,זכר,525,<15,0.0
2020-05-24,2020-05-30,70-74,נקבה,779,<15,<15
2020-05-24,2020-05-30,75-79,זכר,397,<15,<15
2020-05-24,2020-05-30,75-79,נקבה,706,<15,<15
2020-05-24,2020-05-30,80+,זכר,1596,<15,<15
2020-05-24,2020-05-30,80+,לא ידוע,<15,0.0,0.0
2020-05-24,2020-05-30,80+,נקבה,3489,<15,<15
2020-05-24,2020-05-30,NULL,זכר,391,<15,0.0
2020-05-24,2020-05-30,NULL,לא ידוע,110,<15,0.0
2020-05-24,2020-05-30,NULL,נקבה,403,<15,0.0
2020-05-31,2020-06-06,0-19,זכר,13009,114.0,0.0
2020-05-31,2020-06-06,0-19,לא ידוע,544,<15,0.0
2020-05-31,2020-06-06,0-19,נקבה,12497,119.0,0.0
2020-05-31,2020-06-06,20-24,זכר,1606,20.0,0.0
2020-05-31,2020-06-06,20-24,לא ידוע,29,0.0,0.0
2020-05-31,2020-06-06,20-24,נקבה,2132,24.0,0.0
2020-05-31,2020-06-06,25-29,זכר,1786,23.0,0.0
2020-05-31,2020-06-06,25-29,לא ידוע,51,<15,0.0
2020-05-31,2020-06-06,25-29,נקבה,2901,20.0,0.0
2020-05-31,2020-06-06,30-34,זכר,2263,38.0,0.0
2020-05-31,2020-06-06,30-34,לא ידוע,99,<15,0.0
2020-05-31,2020-06-06,30-34,נקבה,3406,35.0,0.0
2020-05-31,2020-06-06,35-39,זכר,2257,25.0,0.0
2020-05-31,2020-06-06,35-39,לא ידוע,86,0.0,0.0
2020-05-31,2020-06-06,35-39,נקבה,3347,36.0,0.0
2020-05-31,2020-06-06,40-44,זכר,2024,29.0,0.0
2020-05-31,2020-06-06,40-44,לא ידוע,83,<15,0.0
2020-05-31,2020-06-06,40-44,נקבה,3284,25.0,0.0
2020-05-31,2020-06-06,45-49,זכר,1699,24.0,0.0
2020-05-31,2020-06-06,45-49,לא ידוע,50,<15,0.0
2020-05-31,2020-06-06,45-49,נקבה,2573,21.0,0.0
2020-05-31,2020-06-06,50-54,זכר,1378,18.0,0.0
2020-05-31,2020-06-06,50-54,לא ידוע,39,0.0,0.0
2020-05-31,2020-06-06,50-54,נקבה,2072,<15,0.0
2020-05-31,2020-06-06,55-59,זכר,1188,18.0,0.0
2020-05-31,2020-06-06,55-59,לא ידוע,27,0.0,0.0
2020-05-31,2020-06-06,55-59,נקבה,1759,21.0,0.0
2020-05-31,2020-06-06,60-64,זכר,1049,<15,<15
2020-05-31,2020-06-06,60-64,לא ידוע,17,<15,0.0
2020-05-31,2020-06-06,60-64,נקבה,1669,<15,0.0
2020-05-31,2020-06-06,65-69,זכר,1101,<15,<15
2020-05-31,2020-06-06,65-69,לא ידוע,27,<15,0.0
2020-05-31,2020-06-06,65-69,נקבה,1328,<15,0.0
2020-05-31,2020-06-06,70-74,זכר,1030,<15,<15
2020-05-31,2020-06-06,70-74,לא ידוע,44,0.0,0.0
2020-05-31,2020-06-06,70-74,נקבה,1264,<15,0.0
2020-05-31,2020-06-06,75-79,זכר,659,<15,<15
2020-05-31,2020-06-06,75-79,לא ידוע,32,0.0,0.0
2020-05-31,2020-06-06,75-79,נקבה,976,<15,0.0
2020-05-31,2020-06-06,80+,זכר,1980,<15,<15
2020-05-31,2020-06-06,80+,לא ידוע,88,0.0,0.0
2020-05-31,2020-06-06,80+,נקבה,4052,<15,<15
2020-05-31,2020-06-06,NULL,זכר,918,18.0,0.0
2020-05-31,2020-06-06,NULL,לא ידוע,604,<15,0.0
2020-05-31,2020-06-06,NULL,נקבה,995,<15,0.0
2020-06-07,2020-06-13,0-19,זכר,16480,225.0,0.0
2020-06-07,2020-06-13,0-19,לא ידוע,383,<15,0.0
2020-06-07,2020-06-13,0-19,נקבה,14849,176.0,0.0
2020-06-07,2020-06-13,20-24,זכר,2311,46.0,0.0
2020-06-07,2020-06-13,20-24,לא ידוע,25,<15,0.0
2020-06-07,2020-06-13,20-24,נקבה,3152,54.0,0.0
2020-06-07,2020-06-13,25-29,זכר,2487,46.0,0.0
2020-06-07,2020-06-13,25-29,לא ידוע,30,0.0,0.0
2020-06-07,2020-06-13,25-29,נקבה,3825,47.0,0.0
2020-06-07,2020-06-13,30-34,זכר,3078,62.0,0.0
2020-06-07,2020-06-13,30-34,לא ידוע,53,<15,0.0
2020-06-07,2020-06-13,30-34,נקבה,4559,46.0,0.0
2020-06-07,2020-06-13,35-39,זכר,3085,43.0,0.0
2020-06-07,2020-06-13,35-39,לא ידוע,45,<15,0.0
2020-06-07,2020-06-13,35-39,נקבה,4367,43.0,0.0
2020-06-07,2020-06-13,40-44,זכר,2556,47.0,0.0
2020-06-07,2020-06-13,40-44,לא ידוע,33,0.0,0.0
2020-06-07,2020-06-13,40-44,נקבה,3952,46.0,0.0
2020-06-07,2020-06-13,45-49,זכר,2106,34.0,0.0
2020-06-07,2020-06-13,45-49,לא ידוע,32,0.0,0.0
2020-06-07,2020-06-13,45-49,נקבה,3185,49.0,0.0
2020-06-07,2020-06-13,50-54,זכר,1599,35.0,0.0
2020-06-07,2020-06-13,50-54,לא ידוע,20,0.0,0.0
2020-06-07,2020-06-13,50-54,נקבה,2395,36.0,0.0
2020-06-07,2020-06-13,55-59,זכר,1316,25.0,0.0
2020-06-07,2020-06-13,55-59,לא ידוע,16,0.0,0.0
2020-06-07,2020-06-13,55-59,נקבה,2240,23.0,0.0
2020-06-07,2020-06-13,60-64,זכר,1360,17.0,0.0
2020-06-07,2020-06-13,60-64,לא ידוע,<15,0.0,0.0
2020-06-07,2020-06-13,60-64,נקבה,2130,19.0,0.0
2020-06-07,2020-06-13,65-69,זכר,1157,19.0,<15
2020-06-07,2020-06-13,65-69,לא ידוע,<15,<15,0.0
2020-06-07,2020-06-13,65-69,נקבה,1557,<15,0.0
2020-06-07,2020-06-13,70-74,זכר,1077,<15,0.0
2020-06-07,2020-06-13,70-74,לא ידוע,<15,<15,0.0
2020-06-07,2020-06-13,70-74,נקבה,1517,<15,0.0
2020-06-07,2020-06-13,75-79,זכר,660,<15,<15
2020-06-07,2020-06-13,75-79,לא ידוע,<15,0.0,0.0
2020-06-07,2020-06-13,75-79,נקבה,1109,<15,0.0
2020-06-07,2020-06-13,80+,זכר,1915,<15,<15
2020-06-07,2020-06-13,80+,לא ידוע,30,0.0,0.0
2020-06-07,2020-06-13,80+,נקבה,4211,<15,0.0
2020-06-07,2020-06-13,NULL,זכר,836,25.0,0.0
2020-06-07,2020-06-13,NULL,לא ידוע,360,18.0,0.0
2020-06-07,2020-06-13,NULL,נקבה,860,<15,0.0
2020-06-14,2020-06-20,0-19,זכר,12219,228.0,0.0
2020-06-14,2020-06-20,0-19,לא ידוע,355,0.0,0.0
2020-06-14,2020-06-20,0-19,נקבה,11789,184.0,0.0
2020-06-14,2020-06-20,20-24,זכר,2549,68.0,0.0
2020-06-14,2020-06-20,20-24,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,20-24,נקבה,3046,74.0,0.0
2020-06-14,2020-06-20,25-29,זכר,2750,78.0,<15
2020-06-14,2020-06-20,25-29,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,25-29,נקבה,3734,83.0,0.0
2020-06-14,2020-06-20,30-34,זכר,2859,84.0,0.0
2020-06-14,2020-06-20,30-34,לא ידוע,17,0.0,0.0
2020-06-14,2020-06-20,30-34,נקבה,4004,64.0,0.0
2020-06-14,2020-06-20,35-39,זכר,2867,65.0,0.0
2020-06-14,2020-06-20,35-39,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,35-39,נקבה,3847,58.0,0.0
2020-06-14,2020-06-20,40-44,זכר,2400,49.0,0.0
2020-06-14,2020-06-20,40-44,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,40-44,נקבה,3692,58.0,0.0
2020-06-14,2020-06-20,45-49,זכר,2072,67.0,0.0
2020-06-14,2020-06-20,45-49,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,45-49,נקבה,2984,42.0,0.0
2020-06-14,2020-06-20,50-54,זכר,1572,45.0,0.0
2020-06-14,2020-06-20,50-54,לא ידוע,<15,<15,0.0
2020-06-14,2020-06-20,50-54,נקבה,2597,48.0,0.0
2020-06-14,2020-06-20,55-59,זכר,1417,29.0,0.0
2020-06-14,2020-06-20,55-59,לא ידוע,<15,<15,0.0
2020-06-14,2020-06-20,55-59,נקבה,2285,39.0,0.0
2020-06-14,2020-06-20,60-64,זכר,1403,40.0,0.0
2020-06-14,2020-06-20,60-64,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,60-64,נקבה,2045,27.0,0.0
2020-06-14,2020-06-20,65-69,זכר,1264,20.0,0.0
2020-06-14,2020-06-20,65-69,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,65-69,נקבה,1659,26.0,0.0
2020-06-14,2020-06-20,70-74,זכר,1129,28.0,0.0
2020-06-14,2020-06-20,70-74,נקבה,1428,23.0,<15
2020-06-14,2020-06-20,75-79,זכר,769,<15,<15
2020-06-14,2020-06-20,75-79,לא ידוע,<15,0.0,0.0
2020-06-14,2020-06-20,75-79,נקבה,1011,<15,0.0
2020-06-14,2020-06-20,80+,זכר,2237,<15,<15
2020-06-14,2020-06-20,80+,לא ידוע,25,0.0,0.0
2020-06-14,2020-06-20,80+,נקבה,4978,39.0,0.0
2020-06-14,2020-06-20,NULL,זכר,683,24.0,0.0
2020-06-14,2020-06-20,NULL,לא ידוע,291,28.0,0.0
2020-06-14,2020-06-20,NULL,נקבה,741,18.0,0.0
2020-06-21,2020-06-27,0-19,זכר,15320,449.0,0.0
2020-06-21,2020-06-27,0-19,לא ידוע,361,<15,0.0
2020-06-21,2020-06-27,0-19,נקבה,14090,340.0,0.0
2020-06-21,2020-06-27,20-24,זכר,3547,178.0,0.0
2020-06-21,2020-06-27,20-24,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,20-24,נקבה,3695,133.0,<15
2020-06-21,2020-06-27,25-29,זכר,3230,129.0,0.0
2020-06-21,2020-06-27,25-29,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,25-29,נקבה,4234,129.0,0.0
2020-06-21,2020-06-27,30-34,זכר,3418,116.0,0.0
2020-06-21,2020-06-27,30-34,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,30-34,נקבה,4435,85.0,0.0
2020-06-21,2020-06-27,35-39,זכר,3392,102.0,0.0
2020-06-21,2020-06-27,35-39,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,35-39,נקבה,4310,103.0,0.0
2020-06-21,2020-06-27,40-44,זכר,2716,91.0,0.0
2020-06-21,2020-06-27,40-44,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,40-44,נקבה,4103,100.0,0.0
2020-06-21,2020-06-27,45-49,זכר,2487,89.0,0.0
2020-06-21,2020-06-27,45-49,לא ידוע,<15,<15,0.0
2020-06-21,2020-06-27,45-49,נקבה,3359,80.0,0.0
2020-06-21,2020-06-27,50-54,זכר,1891,68.0,0.0
2020-06-21,2020-06-27,50-54,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,50-54,נקבה,2831,99.0,0.0
2020-06-21,2020-06-27,55-59,זכר,1705,66.0,<15
2020-06-21,2020-06-27,55-59,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,55-59,נקבה,2419,65.0,0.0
2020-06-21,2020-06-27,60-64,זכר,1599,54.0,0.0
2020-06-21,2020-06-27,60-64,נקבה,2217,53.0,0.0
2020-06-21,2020-06-27,65-69,זכר,1497,42.0,0.0
2020-06-21,2020-06-27,65-69,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,65-69,נקבה,1757,29.0,0.0
2020-06-21,2020-06-27,70-74,זכר,1303,31.0,<15
2020-06-21,2020-06-27,70-74,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,70-74,נקבה,1469,20.0,0.0
2020-06-21,2020-06-27,75-79,זכר,884,24.0,<15
2020-06-21,2020-06-27,75-79,נקבה,1057,18.0,<15
2020-06-21,2020-06-27,80+,זכר,2314,36.0,<15
2020-06-21,2020-06-27,80+,לא ידוע,<15,0.0,0.0
2020-06-21,2020-06-27,80+,נקבה,5165,38.0,<15
2020-06-21,2020-06-27,NULL,זכר,687,23.0,0.0
2020-06-21,2020-06-27,NULL,לא ידוע,356,20.0,0.0
2020-06-21,2020-06-27,NULL,נקבה,663,19.0,0.0
2020-06-28,2020-07-04,0-19,זכר,18841,893.0,0.0
2020-06-28,2020-07-04,0-19,לא ידוע,561,15.0,0.0
2020-06-28,2020-07-04,0-19,נקבה,16565,622.0,0.0
2020-06-28,2020-07-04,20-24,זכר,5146,377.0,0.0
2020-06-28,2020-07-04,20-24,לא ידוע,<15,<15,0.0
2020-06-28,2020-07-04,20-24,נקבה,5111,318.0,0.0
2020-06-28,2020-07-04,25-29,זכר,4740,364.0,0.0
2020-06-28,2020-07-04,25-29,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,25-29,נקבה,5925,296.0,0.0
2020-06-28,2020-07-04,30-34,זכר,4772,280.0,0.0
2020-06-28,2020-07-04,30-34,לא ידוע,29,0.0,0.0
2020-06-28,2020-07-04,30-34,נקבה,5692,213.0,0.0
2020-06-28,2020-07-04,35-39,זכר,4475,236.0,0.0
2020-06-28,2020-07-04,35-39,לא ידוע,22,0.0,0.0
2020-06-28,2020-07-04,35-39,נקבה,5426,207.0,0.0
2020-06-28,2020-07-04,40-44,זכר,3778,182.0,0.0
2020-06-28,2020-07-04,40-44,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,40-44,נקבה,4909,153.0,0.0
2020-06-28,2020-07-04,45-49,זכר,3467,206.0,0.0
2020-06-28,2020-07-04,45-49,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,45-49,נקבה,4475,175.0,0.0
2020-06-28,2020-07-04,50-54,זכר,2853,168.0,0.0
2020-06-28,2020-07-04,50-54,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,50-54,נקבה,3860,148.0,0.0
2020-06-28,2020-07-04,55-59,זכר,2454,121.0,0.0
2020-06-28,2020-07-04,55-59,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,55-59,נקבה,3265,125.0,0.0
2020-06-28,2020-07-04,60-64,זכר,2358,110.0,0.0
2020-06-28,2020-07-04,60-64,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,60-64,נקבה,2855,83.0,<15
2020-06-28,2020-07-04,65-69,זכר,1950,78.0,0.0
2020-06-28,2020-07-04,65-69,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,65-69,נקבה,2123,78.0,0.0
2020-06-28,2020-07-04,70-74,זכר,1564,53.0,<15
2020-06-28,2020-07-04,70-74,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,70-74,נקבה,1753,51.0,0.0
2020-06-28,2020-07-04,75-79,זכר,1050,33.0,<15
2020-06-28,2020-07-04,75-79,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,75-79,נקבה,1196,29.0,<15
2020-06-28,2020-07-04,80+,זכר,2572,48.0,<15
2020-06-28,2020-07-04,80+,לא ידוע,<15,0.0,0.0
2020-06-28,2020-07-04,80+,נקבה,5225,78.0,<15
2020-06-28,2020-07-04,NULL,זכר,851,34.0,0.0
2020-06-28,2020-07-04,NULL,לא ידוע,449,<15,0.0
2020-06-28,2020-07-04,NULL,נקבה,732,20.0,0.0
2020-07-05,2020-07-11,0-19,זכר,24729,1323.0,0.0
2020-07-05,2020-07-11,0-19,לא ידוע,930,32.0,0.0
2020-07-05,2020-07-11,0-19,נקבה,23169,1073.0,0.0
2020-07-05,2020-07-11,20-24,זכר,6380,536.0,0.0
2020-07-05,2020-07-11,20-24,לא ידוע,<15,<15,0.0
2020-07-05,2020-07-11,20-24,נקבה,7755,597.0,0.0
2020-07-05,2020-07-11,25-29,זכר,6472,481.0,0.0
2020-07-05,2020-07-11,25-29,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,25-29,נקבה,8127,477.0,0.0
2020-07-05,2020-07-11,30-34,זכר,6697,412.0,0.0
2020-07-05,2020-07-11,30-34,לא ידוע,22,0.0,0.0
2020-07-05,2020-07-11,30-34,נקבה,7852,311.0,0.0
2020-07-05,2020-07-11,35-39,זכר,5813,333.0,0.0
2020-07-05,2020-07-11,35-39,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,35-39,נקבה,7109,297.0,0.0
2020-07-05,2020-07-11,40-44,זכר,4936,277.0,0.0
2020-07-05,2020-07-11,40-44,לא ידוע,16,<15,0.0
2020-07-05,2020-07-11,40-44,נקבה,6576,276.0,0.0
2020-07-05,2020-07-11,45-49,זכר,4334,285.0,0.0
2020-07-05,2020-07-11,45-49,לא ידוע,16,<15,0.0
2020-07-05,2020-07-11,45-49,נקבה,5837,294.0,0.0
2020-07-05,2020-07-11,50-54,זכר,3494,217.0,0.0
2020-07-05,2020-07-11,50-54,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,50-54,נקבה,4754,195.0,0.0
2020-07-05,2020-07-11,55-59,זכר,2946,162.0,<15
2020-07-05,2020-07-11,55-59,לא ידוע,<15,<15,0.0
2020-07-05,2020-07-11,55-59,נקבה,4192,191.0,0.0
2020-07-05,2020-07-11,60-64,זכר,2777,137.0,<15
2020-07-05,2020-07-11,60-64,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,60-64,נקבה,3559,147.0,0.0
2020-07-05,2020-07-11,65-69,זכר,2303,103.0,0.0
2020-07-05,2020-07-11,65-69,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,65-69,נקבה,2583,106.0,0.0
2020-07-05,2020-07-11,70-74,זכר,1896,76.0,<15
2020-07-05,2020-07-11,70-74,לא ידוע,<15,<15,0.0
2020-07-05,2020-07-11,70-74,נקבה,2034,70.0,<15
2020-07-05,2020-07-11,75-79,זכר,1278,48.0,<15
2020-07-05,2020-07-11,75-79,לא ידוע,<15,0.0,0.0
2020-07-05,2020-07-11,75-79,נקבה,1436,46.0,<15
2020-07-05,2020-07-11,80+,זכר,2984,71.0,<15
2020-07-05,2020-07-11,80+,לא ידוע,<15,<15,0.0
2020-07-05,2020-07-11,80+,נקבה,6819,115.0,<15
2020-07-05,2020-07-11,NULL,זכר,1092,38.0,0.0
2020-07-05,2020-07-11,NULL,לא ידוע,569,29.0,0.0
2020-07-05,2020-07-11,NULL,נקבה,865,22.0,0.0
2020-07-12,2020-07-18,0-19,זכר,21906,1679.0,0.0
2020-07-12,2020-07-18,0-19,לא ידוע,713,36.0,0.0
2020-07-12,2020-07-18,0-19,נקבה,19780,1494.0,0.0
2020-07-12,2020-07-18,20-24,זכר,7048,728.0,0.0
2020-07-12,2020-07-18,20-24,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,20-24,נקבה,7919,756.0,<15
2020-07-12,2020-07-18,25-29,זכר,6462,564.0,0.0
2020-07-12,2020-07-18,25-29,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,25-29,נקבה,7829,565.0,0.0
2020-07-12,2020-07-18,30-34,זכר,6128,477.0,0.0
2020-07-12,2020-07-18,30-34,לא ידוע,27,0.0,0.0
2020-07-12,2020-07-18,30-34,נקבה,7844,478.0,0.0
2020-07-12,2020-07-18,35-39,זכר,5243,403.0,0.0
2020-07-12,2020-07-18,35-39,לא ידוע,35,<15,0.0
2020-07-12,2020-07-18,35-39,נקבה,6998,384.0,0.0
2020-07-12,2020-07-18,40-44,זכר,4674,354.0,0.0
2020-07-12,2020-07-18,40-44,לא ידוע,30,<15,0.0
2020-07-12,2020-07-18,40-44,נקבה,6571,364.0,0.0
2020-07-12,2020-07-18,45-49,זכר,4303,364.0,0.0
2020-07-12,2020-07-18,45-49,לא ידוע,24,<15,0.0
2020-07-12,2020-07-18,45-49,נקבה,6244,365.0,<15
2020-07-12,2020-07-18,50-54,זכר,3664,317.0,0.0
2020-07-12,2020-07-18,50-54,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,50-54,נקבה,5462,303.0,0.0
2020-07-12,2020-07-18,55-59,זכר,3195,232.0,0.0
2020-07-12,2020-07-18,55-59,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,55-59,נקבה,4664,234.0,<15
2020-07-12,2020-07-18,60-64,זכר,2848,168.0,0.0
2020-07-12,2020-07-18,60-64,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,60-64,נקבה,4196,190.0,<15
2020-07-12,2020-07-18,65-69,זכר,2458,154.0,0.0
2020-07-12,2020-07-18,65-69,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,65-69,נקבה,3036,140.0,0.0
2020-07-12,2020-07-18,70-74,זכר,2175,113.0,<15
2020-07-12,2020-07-18,70-74,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,70-74,נקבה,2576,102.0,<15
2020-07-12,2020-07-18,75-79,זכר,1451,64.0,<15
2020-07-12,2020-07-18,75-79,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,75-79,נקבה,1862,60.0,<15
2020-07-12,2020-07-18,80+,זכר,4004,84.0,16.0
2020-07-12,2020-07-18,80+,לא ידוע,<15,0.0,0.0
2020-07-12,2020-07-18,80+,נקבה,9685,147.0,21.0
2020-07-12,2020-07-18,NULL,זכר,940,44.0,0.0
2020-07-12,2020-07-18,NULL,לא ידוע,761,35.0,0.0
2020-07-12,2020-07-18,NULL,נקבה,912,26.0,0.0
2020-07-19,2020-07-25,0-19,זכר,17685,1914.0,0.0
2020-07-19,2020-07-25,0-19,לא ידוע,88,<15,0.0
2020-07-19,2020-07-25,0-19,נקבה,16253,1656.0,0.0
2020-07-19,2020-07-25,20-24,זכר,6265,765.0,0.0
2020-07-19,2020-07-25,20-24,לא ידוע,<15,<15,0.0
2020-07-19,2020-07-25,20-24,נקבה,6829,666.0,0.0
2020-07-19,2020-07-25,25-29,זכר,5729,524.0,0.0
2020-07-19,2020-07-25,25-29,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,25-29,נקבה,7325,559.0,0.0
2020-07-19,2020-07-25,30-34,זכר,5491,450.0,0.0
2020-07-19,2020-07-25,30-34,לא ידוע,19,<15,0.0
2020-07-19,2020-07-25,30-34,נקבה,7437,465.0,0.0
2020-07-19,2020-07-25,35-39,זכר,4784,386.0,0.0
2020-07-19,2020-07-25,35-39,לא ידוע,20,0.0,0.0
2020-07-19,2020-07-25,35-39,נקבה,6604,432.0,0.0
2020-07-19,2020-07-25,40-44,זכר,4204,332.0,0.0
2020-07-19,2020-07-25,40-44,לא ידוע,20,0.0,0.0
2020-07-19,2020-07-25,40-44,נקבה,6172,441.0,0.0
2020-07-19,2020-07-25,45-49,זכר,3856,335.0,0.0
2020-07-19,2020-07-25,45-49,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,45-49,נקבה,5868,404.0,0.0
2020-07-19,2020-07-25,50-54,זכר,3283,290.0,<15
2020-07-19,2020-07-25,50-54,לא ידוע,<15,<15,0.0
2020-07-19,2020-07-25,50-54,נקבה,5268,349.0,<15
2020-07-19,2020-07-25,55-59,זכר,2935,245.0,0.0
2020-07-19,2020-07-25,55-59,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,55-59,נקבה,4598,249.0,0.0
2020-07-19,2020-07-25,60-64,זכר,2851,208.0,<15
2020-07-19,2020-07-25,60-64,לא ידוע,<15,<15,0.0
2020-07-19,2020-07-25,60-64,נקבה,4280,227.0,0.0
2020-07-19,2020-07-25,65-69,זכר,2446,146.0,<15
2020-07-19,2020-07-25,65-69,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,65-69,נקבה,3230,161.0,0.0
2020-07-19,2020-07-25,70-74,זכר,2228,100.0,<15
2020-07-19,2020-07-25,70-74,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,70-74,נקבה,2986,111.0,<15
2020-07-19,2020-07-25,75-79,זכר,1495,66.0,<15
2020-07-19,2020-07-25,75-79,נקבה,2199,64.0,<15
2020-07-19,2020-07-25,80+,זכר,4446,93.0,19.0
2020-07-19,2020-07-25,80+,לא ידוע,<15,0.0,0.0
2020-07-19,2020-07-25,80+,נקבה,10759,141.0,35.0
2020-07-19,2020-07-25,NULL,זכר,1070,36.0,0.0
2020-07-19,2020-07-25,NULL,לא ידוע,552,24.0,0.0
2020-07-19,2020-07-25,NULL,נקבה,879,31.0,0.0
2020-07-26,2020-08-01,0-19,זכר,14750,1805.0,0.0
2020-07-26,2020-08-01,0-19,לא ידוע,138,18.0,0.0
2020-07-26,2020-08-01,0-19,נקבה,13518,1569.0,0.0
