VaccinationDate,age_group,first_dose,second_dose
2021-03-24,20-29,3425,14296
2021-03-24,50-59,911,4098
2021-03-25,40-49,1476,5294
2021-03-25,90+,44,97
2021-03-25,70-79,270,758
2021-03-25,50-59,918,3135
2021-03-25,30-39,2276,8477
2021-03-25,60-69,543,1540
2021-03-25,20-29,3004,10594
2021-03-25,80-89,151,396
2021-03-25,0-19,1147,3925
2021-03-26,30-39,1005,3263
2021-03-26,50-59,387,1147
2021-03-26,40-49,618,2130
2021-03-26,80-89,45,139
2021-03-26,70-79,89,246
2021-03-26,60-69,228,538
2021-03-26,90+,<15,31
2021-03-26,20-29,1186,4058
2021-03-26,0-19,405,1427
2021-03-27,40-49,242,652
2021-03-27,70-79,28,66
2021-03-27,60-69,80,165
2021-03-27,30-39,393,901
2021-03-27,20-29,594,1510
2021-03-27,0-19,236,502
2021-03-27,50-59,136,387
2021-03-27,90+,<15,<15
2021-03-27,80-89,<15,29
2021-03-28,60-69,72,190
2021-03-28,70-79,37,94
2021-03-28,50-59,181,439
2021-03-28,30-39,441,937
2021-03-28,40-49,289,705
2021-03-28,90+,<15,<15
2021-03-28,20-29,721,1519
2021-03-28,0-19,267,621
2021-03-28,80-89,<15,28
2021-03-29,50-59,714,2771
2021-03-29,0-19,834,3243
2021-03-29,20-29,1818,8537
2021-03-29,40-49,1056,4585
2021-03-29,80-89,120,422
2021-03-29,60-69,459,1531
2021-03-29,70-79,232,805
2021-03-29,90+,48,111
2021-03-29,30-39,1418,6851
2021-03-30,0-19,1027,2595
2021-03-30,20-29,2232,6693
2021-03-30,40-49,1111,3338
2021-03-30,30-39,1660,5078
2021-03-30,70-79,278,606
2021-03-30,50-59,747,2106
2021-03-30,80-89,157,366
2021-03-30,90+,57,83
2021-03-30,60-69,491,1140
