,AD,AE,AF,AG,AI,AL,AM,AN,AO,AQ,AR,AS,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BM,BN,BO,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,GZ,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,ST,SV,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
AD,0.0,5219.961592950525,5705.717586470977,6569.940071966785,6591.8235986165355,1542.5178221194546,3598.75135018353,7512.932868702213,6202.438017738281,13099.028810309172,11148.955090143041,16772.662253615123,1155.851444362229,15277.054229483962,7565.609247699242,3800.0284793272626,1309.303837496393,6668.034465411089,8157.703282574609,911.4685584268806,3383.9087941532293,1947.2397974848664,4793.59253122649,5846.559864787092,3696.6152875233715,5818.173180231765,11518.745922434358,9324.179474416995,8343.525682252892,7291.422009087828,7893.990125486313,10783.885346425792,7592.631699544834,2295.9230180812656,8733.66007617129,7140.941179243899,11346.514170351047,5564.040133839331,4424.463349986909,4964.589607005934,706.695652906237,3955.131066282186,17079.142254780807,11426.019824432613,4051.174783792974,8292.572019162239,8510.584012914404,8897.849632513373,7563.096167682731,3826.490381527732,11941.950529525115,2858.5368740670024,1335.9538440808572,1169.2737445948412,5218.484258163077,1626.3880495209755,6653.464910960636,7136.666353554928,1613.7091864589308,9311.852696696416,2407.97740555965,3166.423008151742,2434.212703617986,4738.126530417764,502.02537234806056,5298.660766657898,2677.0197303449527,17120.095736582363,12024.554613992086,13630.331036590656,2223.6017947508935,412.22884604236356,4923.445194745118,1472.4944911654359,6903.607941124926,3391.608757541042,6884.303158882978,834.2617959196488,3855.8933806972427,929.1835323096414,4016.432792840761,3621.331629910281,3788.0729867310843,6596.698926417714,4628.593224010508,1740.6794437260087,11376.182630155434,8975.677902716152,12744.380443981107,3783.791419833849,7257.166058113452,3136.707973113166,10027.425757456656,12651.158061392372,8698.400584143159,1125.7667194558608,7293.813765563633,1497.4659775368418,11875.942625060054,1410.2369655567302,3198.6921846906316,1375.5898019144925,7463.8500917833635,8903.524320679859,3793.2404593347246,4655.307080190552,2807.6660934664355,905.633592294452,795.52544400507,7763.399773976199,3337.648743480828,10217.142997098867,5959.884108901955,5860.11279944922,10131.194844115273,15554.706656609316,7424.9717904643585,6629.4064309151745,9315.806106334023,9724.371561883565,4325.390800028119,7929.050797290113,4992.0846709068755,9377.59772827644,3121.480485487406,6731.377698977459,809.807598092974,8530.653937636298,4160.141658631146,8473.498967972031,2134.2095486978883,879.8394797581616,2275.96095851041,2294.7014045470123,1420.6827458059997,489.96899800354004,2162.063718279815,1451.4944349848524,8243.240200083776,14391.152198412803,1661.8683903715398,2827.2701464160855,8721.678405375491,7478.751966870135,10003.815604575704,12394.615844310098,6681.480355629521,2665.331466767592,6624.552756100417,1320.6521311376569,9037.759479920729,8267.537189971847,7045.034816664888,9330.703705583688,10534.797422454842,7642.638600860589,7487.098057489576,17184.279316617583,2840.061549274112,18078.66467109412,3784.554201831258,8786.121346320171,1101.2406010199506,2046.4914633622395,7344.7101832753615,15118.060181279903,17282.384555771394,19428.669774776852,5518.660738551471,8744.497606149609,9622.846256335852,16125.253007158062,14550.697404573897,11357.073063490241,6044.818151151641,1678.0385817340195,4492.088344446998,14984.944558002482,6880.135922161361,3175.674345195785,895.3452499368808,12695.656760183334,9570.843110275116,4875.404097534666,8977.289375065155,1891.8988590906074,1575.566596137885,6589.8615164224175,5701.560674505461,4481.666737234875,15803.344835518206,7540.903108158712,4297.026836953539,2270.3497910016335,10901.912896737136,7511.039497932032,1136.2131196667694,4020.0269793779366,1558.562928882375,4009.522779142546,892.2511058256298,3477.0653256137743,6040.621892939476,7106.784097456532,4736.774239730369,9015.999946830738,3329.2745407631173,8267.670202107534,7065.66242522419,3427.130503444823,12153.381865761487,3773.24117575415,9565.833121332114,5718.291085311575,16227.040121626927,13437.087068564573,4801.680077986009,1185.2807342957997,17620.49314502506,2842.569810544283,6990.246389635959,16055.64067128515,10383.520983006485,6395.636548801857,2378.5692100480906,5503.0548370887245,7844.911520676944,10189.528173332425,5084.539477142253,895.7983747253628,6824.504507188098,7745.52621636799,6706.388688314343,6733.3382607903395,10267.705517312343,16686.42084084214,16812.95023100674,16757.490236315924,1577.0471406516929,5363.0731953781515,7590.2277747250055,8416.616574486074,6746.225887314693,7405.132397823251
AE,5219.961592950525,0.0,1784.3420117971361,11703.11904911617,11751.029582585843,3694.273216317424,2026.9756848620245,12650.355877354252,5489.396436859817,11596.711741290766,13938.460334007073,15295.166581238593,4380.921057089034,10164.332922833619,12715.31388750932,1949.8680684755936,3999.5434484453303,11709.229456694331,3711.0283037681857,5184.7930276718325,5960.5723955115245,3376.1847707453753,427.5925263457183,3950.028557170108,5685.105210340076,11022.913687849581,6842.732187998695,13471.615086932301,12214.50744811466,12490.144723600843,3687.70218579167,9901.0815352488,5985.7735217753125,4003.263051820179,13922.324573736056,10973.59743957066,6127.964333116421,4628.80940449797,3981.5013407695587,4874.734995198494,4802.871561688422,6558.66700543806,16555.632524169905,14629.876029229274,4769.538428448216,5000.879200106116,13590.988814234073,14111.359928856113,12777.599392056469,8099.271112277991,6778.428972357444,2361.9080127411635,4429.772754749714,4814.90902752806,1754.9859987100144,5111.754831511745,11757.469348804409,12342.594512921454,5214.114936478658,14323.078907247029,4525.434929477677,2347.2772253500243,6718.557703370005,1735.7926639436507,5648.237616773208,2130.683645401136,4778.099415057652,14308.42807240416,13622.941695233687,10357.032033348643,6206.721692483019,5234.379464901445,5298.096627777589,5836.552856119021,11954.791290951895,2313.4547477960346,11551.447808864725,5650.122620989515,6082.141451794184,5795.885824876504,7762.893807707955,7316.472102773662,6880.8546397175205,11731.545562951385,5279.175770764746,3479.541985106095,12132.68451416536,14162.706933678399,9512.057975186519,7366.384853452801,12084.748179295808,2116.733885039428,6125.703117719182,8716.711644617357,13910.320460896572,4231.294917388719,12507.763664367916,4028.877805961955,7017.687433541524,6103.150449411071,2056.550351898126,5879.015663344044,2604.883317312469,3845.8119866484994,1474.0455187958378,1001.3030176397651,6857.271435787996,4319.709175227881,5613.0529047775435,12983.242045960318,1914.5757847461937,8019.552694849229,3124.459765719827,2773.4532777927925,5513.166240714722,14928.297185526366,4072.3636474568193,11775.610794691149,7004.6957796614,7111.935072649485,911.1191535157585,13142.870247576117,2969.136395957995,5020.719547228598,2098.5674085292476,11805.063805136919,4718.383586442594,3350.533915013286,7001.44989646757,6501.599552245575,4304.224497675455,5049.271473341408,4404.350770029953,3696.0403241280937,6000.819730075903,4778.073109533821,3495.240458548207,3820.935330550126,4752.1688115047145,12413.712665487861,3592.8857950911456,6021.81025223137,4308.480774311921,5126.260656869311,6074.371129979116,9401.84493795839,11768.612752134015,6617.202857135037,11757.004080464982,4026.926586897634,4883.808693250535,3065.013760887018,4599.428448450462,14194.91906662459,5582.929100973152,5084.922795572805,6418.496373042439,13051.145450547885,4790.626004095795,13496.275733609478,5053.948823577401,14005.758389384515,5185.700372252922,5385.00067481003,3069.8277380028226,12376.845104269778,15475.086926718714,14250.970637281793,301.08050683978024,13937.463453400565,14364.900229347297,17514.435003392944,10297.149715628746,7212.561747431731,1717.844798621093,4326.073160130394,9529.430168368566,19821.90295833798,12064.250319523815,2059.3054405764196,6031.020571643505,8734.705312719112,13178.940578115145,344.76127620127323,4955.91032096671,3601.950488364126,3762.3532181691553,5731.047381238955,3832.159355870698,894.4372688584033,12087.011077346078,3130.0716779904233,2753.4614324886766,4903.519306791931,5912.788646808051,8685.31556335836,4290.049136906187,6227.228580907837,4099.629860777176,7154.329458073258,4393.095307902032,7189.880422643775,2190.9422870188964,11842.55017683218,5711.759893567427,14223.53856360884,1914.7091236769882,6052.70228891768,12285.090462845972,3776.8156966007177,8229.148469833017,5865.732864975766,4986.542532627065,2378.394743017781,14902.67369481444,8590.18635855185,1810.7940838534046,4441.167867609194,14987.27529980276,2463.6100321512527,12004.295671064488,13761.724164307476,6770.206312040563,3900.671521378946,3418.0776429908333,3378.1806158582067,12569.097159493556,13149.648039725455,2232.08925450038,4329.717503369332,11885.149347147937,12751.161739929903,11879.538140505125,11907.412882522503,5792.780956240601,13000.50683332767,14561.228224649985,15075.55009501062,3701.8258757141252,1038.1221127988267,4140.164090350721,6848.361253955718,4952.005596512092,5426.527372204094
AF,5705.717586470977,1784.3420117971361,0.0,12222.866444911555,12218.58951650764,4214.130991880286,2118.480130625002,13143.125978288737,7271.114520248462,13053.188670616255,15668.57237930908,13837.350046349988,4626.700168372673,9586.839589097586,13181.094625552825,1910.119234725054,4396.954647692093,12364.145131640333,2475.6038726684887,5343.48700432241,7348.767950814516,3768.2470698611587,1866.958043830256,5733.724584377281,7167.29221559749,11127.227195352945,5843.87927635762,14790.406445307026,13603.461858844104,12492.951050746587,2280.7039959903013,11582.877498443337,7736.804766809086,3797.9917221799933,13795.998639307389,9983.984613975394,5982.576400550641,6403.015593306089,5675.7570791471,6598.710019257018,5108.3290767172375,7998.153593898064,15172.654082259014,16316.585067617576,6378.1789256419925,3314.965400986185,14165.231762790261,14298.828854140434,12847.622785465357,9177.408730114683,6359.2779831936505,3127.3962642069373,4562.374064147021,4920.625734490503,3539.0760975442954,5004.427830734101,12325.088802874341,12652.723989008866,6223.290568807707,14987.165059967652,4160.429868235303,3607.516176111963,7711.526135416665,3490.581287693366,6197.354055586311,3914.441501607661,4277.4704557354125,13005.292640356225,15402.709311997816,8888.91001273978,5938.641017204633,5572.98095852077,6999.204584281499,5813.537353482189,12594.983613332279,2314.2632895620495,12531.944717138746,5858.89014442766,7557.082375675867,6489.744190722021,7107.104272108826,8543.032305193216,8235.335223878148,12247.761393398963,6945.24425480527,4097.095430611684,13897.335310135473,14012.617688395609,7998.310257280475,8628.832542015723,12952.999761610949,3126.710123644753,4683.904750852411,9692.526570191601,13894.131911929577,4586.283231010597,12765.290379014654,4253.0398885283175,6171.678998741494,6156.563553248223,3085.359175772686,5901.515532179345,1851.5496930666818,4500.619239720009,2222.467390480554,1314.6171429685746,6479.663419401639,4833.62965087008,5831.831899335572,13142.480211827915,2970.952514233701,6276.149437392155,4889.559009878237,1018.696894025407,4450.514138628422,13274.531840090773,5683.965517106661,12269.4888414386,5247.93655989406,5391.032151263866,1979.4154062882417,13187.483772242635,1567.04377670364,3763.949247421617,2927.4325825260717,12416.564442015044,5004.441745629644,3192.9004762666486,8423.999843179981,8193.547409111496,4098.413048605631,5232.189425879577,4115.084018162632,4879.130807793029,6825.191857284952,5217.143619304703,3591.6264822526396,4267.318541271427,6262.84069253694,10790.000613499438,4079.2962934854854,7268.448843600584,3066.234155889046,3342.0810705974836,4641.64968910825,7828.682894467152,12361.45789366587,7712.019736156653,12277.101575614739,4805.330656004961,6131.655734498399,3465.1505472815556,6327.047221594114,13530.884171759631,4842.505461545311,6770.124397962973,8191.568666512424,11987.789404881734,6153.531775374819,12629.486783411992,6600.560603221795,14073.93554500657,5273.549220623888,5112.743733725368,1676.4681355185066,10889.807070030502,14128.942234174701,13723.38438796042,1801.2489824599397,14240.45028541741,15323.216805478782,15913.909191539286,9147.103166920575,5915.005049806453,425.1011247648772,4326.989705007206,9424.719062494918,18226.350309466714,12462.046705179582,3025.9877533817594,6596.540598055722,7412.989281263828,14695.134603503708,1856.8572470959857,6256.03852948658,3827.405193557622,4130.504072375551,4055.724945139537,5616.498579682906,2462.315898404531,10828.21556786318,4481.945781027153,4447.940644086451,4557.513053008286,5215.364682477523,10438.619186156535,4596.790348304738,5297.838667898263,4248.481746922332,8516.996525879735,4813.467107051365,8402.338106313686,3894.9862188908187,12779.781507475698,7366.294787367148,14158.038029243608,2628.070852563551,7733.7299290329365,12489.991006643862,5298.814426661097,9255.003451394105,7346.164759588273,3884.7408800150893,633.4211782673025,13359.120410929943,7742.8294906564115,918.4124026017637,5291.253347859503,13748.478458660195,2940.9449347303485,12689.999546521982,12284.613029350494,5252.93500164899,5657.512076162053,3410.9430227900552,5162.455002894202,11932.568198392586,14824.013240250948,871.4749887914692,4842.468920177792,12513.543308355465,13441.836891942216,12311.68795587381,12336.537586436498,4633.677029721459,11793.153185224399,13161.891564833466,13626.345001721238,4143.082022853005,2806.656385858526,5721.286564670493,8572.845417491493,6720.818762519553,7165.335685215186
AG,6569.940071966785,11703.11904911617,12222.866444911555,0.0,186.5540085289869,8108.456305649421,10154.218887167728,948.2518964813835,9297.904657331454,11085.7414349959,6171.673524072138,12379.63372076359,7601.300735622998,18162.3476078561,1012.9744856388722,10347.123374956402,7869.805513686689,493.3120299190374,14567.979547879695,6882.164583307304,6478.664426601552,8513.356413049454,11289.14482694142,10299.619361386029,6966.8874212621195,1722.8105395339023,17583.544691571708,3713.657365482714,3644.7002678268304,1843.5487200241837,14225.016831051218,10042.018503948068,10372.086784725663,8470.32729593052,2835.1663522598783,5720.316286475846,17657.692995633428,9456.527380219011,9023.436973538646,8700.46840869224,7123.168827915431,6181.905015233322,11486.0829039567,5953.23001747512,8089.315984504711,13948.32477448406,1945.3824137623728,2507.762846958523,1748.287983671559,4023.1353520841903,18477.39446853942,9384.823763361801,7660.798820973087,7306.891534136833,11111.210023714406,7286.581151991629,188.55837703917447,904.5240301914587,6560.912428484687,2764.6377660740895,8211.91048595846,9409.768884921323,5126.402862454123,10699.305422065827,6102.154884626541,10993.980299502244,8211.843136473217,13528.645240250244,7659.733566490148,15536.74410882678,6539.4787619675635,6659.442734327673,8273.16346653113,6476.017838034936,533.918140375405,9926.483279284039,1739.2143708124534,6365.648203975875,6650.644796804488,5910.203044737351,6205.7219153604265,4992.103316672615,5672.729499609649,29.72322729439328,8048.124818067057,8283.013637560018,8302.104387991145,3033.4718208398876,15539.568302701651,5042.576579265619,1392.091029295693,9587.821085816788,15605.078049335423,14454.90271583441,2617.6937112170035,7663.648175433835,1129.0629706022355,7976.258087398118,18146.05360556323,6111.6968506982175,9647.48046304039,6370.760985129983,14027.261025834783,14846.027321305331,10343.09837501504,11224.57292342621,6199.252209215239,7471.0581542161635,6391.911680609833,1646.737645290976,9789.313870485486,13728.144274316692,11039.298113171493,12143.400862905139,16415.20423162857,11917.219215832874,12035.989862211414,109.87098005492342,13560.150958245596,14039.799406990269,10848.31780391799,1999.3810401264243,11172.824154401915,15566.108598783023,9640.136202963435,361.1982457710036,7225.152249139586,15053.652347770412,5804.362835680288,10937.157147874024,8186.370912549456,6991.219890719807,8209.304955790049,8111.2485640958,5713.878681972145,7048.011162836077,8632.717511320578,8020.759969516913,12519.071032408605,13601.836734180757,8231.188979632267,6110.683391710187,15050.10514430038,12763.126471414325,15620.252634588021,15169.239400390548,281.40743676831175,5342.23543361668,54.61475195279231,7680.4853657626145,13651.887435371542,14589.235473672057,11070.787182327515,4297.07064587948,17053.50622580873,11351.502424607294,9790.375244628009,15028.513824233052,7370.323086179879,14792.7524687402,7648.557402186006,2555.958637732745,6961.71687484339,7285.502551646436,13771.573618872308,14376.492451892655,12463.92299186682,14020.097524309938,11989.607591554299,2263.8945452946796,3260.708345284283,10333.394856771325,16972.203715931504,16662.83245298098,12589.587161217729,7906.955164348851,3361.20652929755,8492.441579522345,524.068205628754,9650.62368753503,5707.194402568872,16742.516145269205,4518.468183765616,11366.221011587433,13455.57540174911,8408.392259939754,8133.005646086218,11202.342791190402,10248.316940756784,10869.965855551387,15411.297118863573,13058.367065494343,9800.0807971814,7841.407679778442,17430.695842536217,7246.853564466908,7641.469518908611,8047.793646611206,7974.8095795556055,5493.0643087553235,7452.427534993033,5062.172333973607,11734.883401369212,1590.9691322583565,7710.882563042491,2925.013345324972,9877.271624187568,11158.593389584921,1168.3057194461724,8530.263521381125,14371.917547446586,6827.751756814602,15895.74695526145,12111.638205886597,12419.631706286871,18793.61218387298,11304.77215144891,7263.074432290684,13053.195042387206,9411.692442056865,710.9034609000325,13480.78139559766,15473.056061761632,10922.702814493363,8812.270027812154,10396.91807615311,3994.9050341842376,5550.680192661956,11496.396039079953,7461.46256495806,456.5724148063687,1292.4433079750906,336.9711429237435,357.6634603596381,16387.29012536301,14819.452243067935,13106.874542256708,12574.188270527444,8146.2300288782935,11558.567395272485,12198.019301195794,10476.953748986067,10395.83859633143,10713.605514652545
AI,6591.8235986165355,11751.029582585843,12218.58951650764,186.5540085289869,0.0,8133.098552177973,10164.536689143662,925.773480389024,9459.367216579012,11242.173614548838,6297.96796612352,12266.571086069038,7605.622489705546,18109.079868750247,973.806587595099,10354.510221461433,7885.957474572882,674.3185615775037,14535.260550376344,6875.11339600019,6604.437491769524,8530.414035538783,11334.107839973012,10439.931102274197,7097.793448441816,1577.0319695563703,17473.244196157062,3837.8379211166525,3810.0092292991603,1661.9389357936452,14183.17266150647,10222.872623574263,10545.567261958671,8450.312962722517,2693.9577702663832,5541.236110851385,17761.445599807812,9603.316328245686,9148.080965026702,8843.571953174182,7130.156456599826,6322.618969923691,11399.128882964978,6059.109450078401,8218.13999971416,13853.65046787622,1947.7096748604092,2419.634403378659,1580.9721254085446,4150.271660297254,18528.262814540238,9420.685075141078,7656.98259291078,7298.407434868889,11205.068927596689,7259.863927132905,360.5044272028686,750.2912569392724,6635.705734672656,2776.3738887856343,8176.683691128413,9472.70777607981,5217.735791286932,10786.882523081222,6130.617132716898,11096.900185897939,8165.532748566207,13415.854321257257,7793.132250854628,15352.449770350273,6486.008930116842,6667.656764490975,8420.192169277352,6447.696401476885,680.8298442039454,9931.80582724547,1921.9660559583754,6359.831928920269,6787.194750313698,5955.155025897355,6095.306521220278,5123.044478791159,5810.15525468465,172.61436356382114,8191.081474199105,8313.813006724939,8461.880878727907,2898.3447904842196,15353.39438803184,5178.518434642956,1552.1562555584414,9634.367178744105,15488.272573831164,14636.844306605271,2488.9284953259353,7676.291805133877,974.7976520646442,7980.848571385333,18049.139845674734,6087.371611519039,9694.480621916258,6345.95274840729,14035.836123215406,14960.518327559048,10375.079143074057,11246.722111885942,6126.228050116226,7495.406268935945,6387.269940500978,1503.0012742593601,9836.453862145956,13561.149794127983,11166.828886257339,12107.837703151636,16349.782547752628,11778.592228075771,12185.210471293578,100.58485224790557,13411.97769950794,13889.095255543258,10887.41744817966,1845.9855804104113,11133.985359494325,15497.699800648368,9677.823004803859,528.7992159908601,7230.946200072882,15099.590230131756,5950.629423438588,11116.972544054668,8162.793874156882,6987.0539674998745,8179.856312860252,8184.982929232826,5775.569228053306,7066.06910728155,8633.092548934777,8040.481549001758,12679.973406072615,13430.570054058835,8253.675142362612,6222.255107663524,15002.603426709271,12660.224803143903,15505.587540738861,14983.974128737846,453.7670538451329,5445.207028703787,189.06792071814328,7724.704425556849,13812.450140202496,14668.50076812303,11227.315330133244,4131.889772976371,17030.331871879054,11516.300049577789,9966.594848607288,14924.135823603945,7475.213398524221,14720.73586092563,7775.760752660921,2443.209044960233,6948.9242266939855,7243.852813995669,13745.393518453173,14214.559467822452,12364.398802706351,13993.8501766985,12040.124649552974,2195.258111617813,3318.00798476499,10244.340746554684,16800.805339678558,16516.33889960592,12591.89801048706,7895.368128138731,3253.5947681187936,8446.472036460493,371.9370143182658,9694.58001867682,5738.06761855898,16559.465294973343,4659.849435865877,11412.137323132347,13618.124610057077,8415.159769678741,8147.757568423055,11087.92716673336,10385.683279800163,10927.558604013206,15265.442237889038,13183.510055527153,9902.269345127474,7801.884986706061,17408.432719751716,7432.370483725835,7650.493477313859,7952.665413422235,7974.217152484854,5635.962826938127,7469.537401641725,5189.190497937631,11842.824363930144,1765.1380327747343,7859.282383982603,2801.480919139464,9909.271691466438,11334.753519945889,990.475190046767,8634.278722317247,14557.163604375204,6961.378719139269,15841.865829458091,12088.124774997546,12291.790093199777,18607.330133948482,11300.184951271534,7315.722977343819,12957.15446537025,9434.32506125355,860.3950722818669,13341.273502872351,15333.513873393395,11065.979272211267,8808.0550298928,10525.386654899172,3808.6654686600355,5695.673714531731,11477.771836965307,7485.721905891915,612.678378227404,1366.1606584924111,167.35568095865196,193.40299096642596,16302.567589024522,14696.116360372305,12988.051656568181,12458.493938970274,8165.75126668609,11635.829767177893,12348.48454532992,10658.556203173597,10555.281001637262,10881.309093319549
AL,1542.5178221194546,3694.273216317424,4214.130991880286,8108.456305649421,8133.098552177973,0.0,2095.6559822867976,9052.976282466241,5826.487339521904,13028.04030234961,12251.92599218461,16864.225633798585,836.2926462357326,13745.513060307729,9106.761799362062,2305.5317474796425,368.68549938611335,8191.9615205166865,6685.959478761411,1594.3674142236246,3848.327776287518,473.5012816470373,3266.7504040459016,5048.9964285585675,3952.0359545378137,7329.140757332627,10056.153412500596,10684.131450449453,9608.614764102349,8798.32893709466,6452.455100585478,10746.79052033919,7074.245270236277,1511.879841366889,10235.230667689737,8088.271372251913,9812.376871596545,5027.681322976079,3841.6807574059103,4622.172121112828,1142.3800021488973,4518.48922510679,17800.456535687597,12643.565918096014,3835.2753803668984,7040.775398543548,10045.7446061415,10435.415413959483,9083.407712366514,5063.394631758036,10399.739616098244,1337.3116261267985,1030.0768176313798,1338.9532914226731,3925.448665472998,1848.58924727967,8188.07770367888,8677.468017599334,2227.065929494533,10840.304705246654,1969.0382496159884,1867.7591314052763,3588.957090742722,3451.2385944089024,2008.1045072683607,4081.6308512952132,2339.5847397848393,16635.714157851417,12866.249408504975,12620.198479381583,2926.9329448074004,1545.6698686088969,4744.758027741365,2335.689942793044,8430.172657380755,1922.5084569063938,8324.701090570967,1994.1644087796305,4243.372022205207,2275.859613886735,4766.470915211548,4610.855830106809,4538.596653066592,8135.454227232545,4503.568778065785,270.686617527914,11916.513593903079,10476.572148159732,11703.762294636525,4739.973110084766,8740.003672979552,1667.8465528804,8705.912519305004,11657.289952319956,10216.143244716492,595.7195432703201,8832.105411640045,670.283688866375,10379.470510152945,2514.2134654925485,1728.6913185356655,2332.4401198503147,5934.415785593508,7448.089514587031,2252.511003293416,3116.361383762243,3615.925185981838,637.6923627272957,1953.9909278817545,9295.279735773487,1859.483689058534,9352.198126045516,4915.045256507884,4490.852479796809,8662.932820029082,15720.53791871606,6378.911235118858,8169.486114450681,8365.32687011825,8714.544423294687,2791.7352154283712,9448.609552000735,3720.917592821504,7945.242032473752,1601.1116365639189,8261.309191658449,1077.1397245799049,6989.145281775361,4847.278673095038,7912.161800476576,1582.0901915169309,1453.6451909444668,1777.409670100772,1669.694221564637,2636.3447097910134,1084.3745802005235,953.171123327059,184.99493347591718,7209.633147856022,13885.990760878716,140.97083159177484,3491.114099350721,7266.371142320803,6396.753704453468,8675.319752204403,11410.63579388048,8213.510954054247,3680.3858636133514,8163.049894352256,767.8442936919039,7850.657284096004,6754.900231137381,6222.015851781691,10703.656570748479,9013.95946034478,6837.837574348813,7130.919911150477,16067.928892605627,2861.2865501161054,16813.977004526158,3741.232793139405,10314.112380643755,1661.0872461110607,2291.9890470194705,5877.744605622778,14397.080139333071,17379.51721789928,17901.56921370558,3994.6165381608052,10286.327224727449,11110.467078292273,17221.58946062871,13259.605076569584,10013.75753095713,4532.58716525437,1199.6592525595483,5896.9053095684885,16512.33700070401,8422.653711932646,1686.2704016776263,2405.8599406780827,11436.907581144611,10808.596125440648,3349.6081716127746,7826.427097390592,657.9185713710416,325.6668947052869,5837.342049768674,4891.40312049363,3004.062009227785,14761.144706566845,6231.49956122496,3293.962928425605,2112.5052035834124,9377.297810319393,7900.899457163712,693.9656825778803,4050.777698701098,836.51914931077,4805.487455408269,703.2724929818831,4461.721348470059,4766.63831702974,8566.828520332901,4755.541560701342,10530.175226395464,1790.2621352295057,7614.861813408604,8599.240353692263,2860.9641788085005,11145.577016047351,4088.5831067076424,8096.730188248594,4297.308761468288,16245.501800105045,11955.875167043305,3332.226155287741,1235.9902681800659,17365.27498760188,1304.1361249974823,8510.342167592382,15623.048643532138,9142.318896231554,5493.309758091333,1180.7985631936535,4587.918212753851,9146.797458253952,11287.19405099673,3670.787755317571,647.3810963634259,8352.472662148384,9267.225070387702,8248.61926248714,8275.615861992086,8828.843587913576,15727.08322172479,16538.4093799002,16745.08876527176,172.249097636082,3939.466526828504,6528.909052454066,7979.180578079592,6087.93831414683,6754.452217449325
