,iso_code,date,total_cases_per_million,total_deaths_per_million
0,AFG,2020-02-24,0.026000000000000002,0.0
1,AFG,2020-02-25,0.026000000000000002,0.0
2,AFG,2020-02-26,0.026000000000000002,0.0
3,AFG,2020-02-27,0.026000000000000002,0.0
4,AFG,2020-02-28,0.026000000000000002,0.0
5,AFG,2020-02-29,0.026000000000000002,0.0
6,AFG,2020-03-01,0.026000000000000002,0.0
7,AFG,2020-03-02,0.026000000000000002,0.0
8,AFG,2020-03-03,0.051,0.0
9,AFG,2020-03-04,0.10300000000000001,0.0
10,AFG,2020-03-05,0.10300000000000001,0.0
11,AFG,2020-03-06,0.10300000000000001,0.0
12,AFG,2020-03-07,0.10300000000000001,0.0
13,AFG,2020-03-08,0.128,0.0
14,AFG,2020-03-09,0.18,0.0
15,AFG,2020-03-10,0.20600000000000002,0.0
16,AFG,2020-03-11,0.28300000000000003,0.0
17,AFG,2020-03-12,0.308,0.0
18,AFG,2020-03-13,0.33399999999999996,0.0
19,AFG,2020-03-14,0.385,0.0
20,AFG,2020-03-15,0.41100000000000003,0.0
21,AFG,2020-03-16,0.462,0.0
22,AFG,2020-03-17,0.514,0.0
23,AFG,2020-03-18,0.617,0.0
24,AFG,2020-03-19,0.642,0.0
25,AFG,2020-03-20,0.745,0.0
26,AFG,2020-03-21,0.7709999999999999,0.0
27,AFG,2020-03-22,0.873,0.026000000000000002
28,AFG,2020-03-23,1.053,0.026000000000000002
29,AFG,2020-03-24,1.105,0.026000000000000002
30,AFG,2020-03-25,1.952,0.051
31,AFG,2020-03-26,2.055,0.077
32,AFG,2020-03-27,2.338,0.077
33,AFG,2020-03-28,2.7489999999999997,0.10300000000000001
34,AFG,2020-03-29,3.031,0.10300000000000001
35,AFG,2020-03-30,3.75,0.10300000000000001
36,AFG,2020-03-31,4.495,0.10300000000000001
37,AFG,2020-04-01,5.061,0.10300000000000001
38,AFG,2020-04-02,6.165,0.10300000000000001
39,AFG,2020-04-03,7.064,0.20600000000000002
40,AFG,2020-04-04,7.706,0.257
41,AFG,2020-04-05,8.683,0.308
42,AFG,2020-04-06,9.453,0.385
43,AFG,2020-04-07,10.892000000000001,0.41100000000000003
44,AFG,2020-04-08,11.431,0.41100000000000003
45,AFG,2020-04-09,12.459000000000001,0.43700000000000006
46,AFG,2020-04-10,13.665999999999999,0.462
47,AFG,2020-04-11,14.283,0.462
48,AFG,2020-04-12,15.618,0.488
49,AFG,2020-04-13,17.108,0.565
50,AFG,2020-04-14,18.367,0.591
51,AFG,2020-04-15,20.165,0.745
52,AFG,2020-04-16,21.604,0.7709999999999999
53,AFG,2020-04-17,23.299,0.7709999999999999
54,AFG,2020-04-18,23.993000000000002,0.7709999999999999
55,AFG,2020-04-19,25.611,0.848
56,AFG,2020-04-20,26.381999999999998,0.925
57,AFG,2020-04-21,28.076999999999998,0.925
58,AFG,2020-04-22,30.235,1.028
59,AFG,2020-04-23,31.750999999999998,1.028
60,AFG,2020-04-24,34.191,1.105
61,AFG,2020-04-25,37.608000000000004,1.207
62,AFG,2020-04-26,39.354,1.3359999999999999
63,AFG,2020-04-27,43.773,1.49
64,AFG,2020-04-28,47.00899999999999,1.516
65,AFG,2020-04-29,49.835,1.567
66,AFG,2020-04-30,54.638999999999996,1.6440000000000001
67,AFG,2020-05-01,58.852,1.7469999999999999
68,AFG,2020-05-02,63.45,1.85
69,AFG,2020-05-03,69.487,2.1830000000000003
70,AFG,2020-05-04,74.367,2.312
71,AFG,2020-05-05,82.845,2.44
72,AFG,2020-05-06,87.16,2.6719999999999997
73,AFG,2020-05-07,91.553,2.7230000000000003
74,AFG,2020-05-08,97.12700000000001,2.8
75,AFG,2020-05-09,103.83200000000001,2.9539999999999997
76,AFG,2020-05-10,113.105,3.083
77,AFG,2020-05-11,120.40100000000001,3.134
78,AFG,2020-05-12,127.619,3.262
79,AFG,2020-05-13,134.27200000000002,3.391
80,AFG,2020-05-14,144.882,3.4939999999999998
81,AFG,2020-05-15,155.517,3.93
82,AFG,2020-05-16,164.482,4.316
83,AFG,2020-05-17,171.21200000000002,4.367
84,AFG,2020-05-18,181.69299999999998,4.444
85,AFG,2020-05-19,196.618,4.573
86,AFG,2020-05-20,209.25599999999997,4.829
87,AFG,2020-05-21,222.89700000000002,4.984
88,AFG,2020-05-22,236.82,5.292000000000001
89,AFG,2020-05-23,256.908,5.574
90,AFG,2020-05-24,271.91,5.626
91,AFG,2020-05-25,287.092,5.651
92,AFG,2020-05-26,303.994,5.6770000000000005
93,AFG,2020-05-27,320.05,5.857
94,AFG,2020-05-28,334.949,6.062
95,AFG,2020-05-29,350.95300000000003,6.345
96,AFG,2020-05-30,373.199,6.422000000000001
97,AFG,2020-05-31,390.667,6.627999999999999
98,AFG,2020-06-01,404.667,6.832999999999999
99,AFG,2020-06-02,424.164,7.039
100,AFG,2020-06-03,443.63599999999997,7.655
101,AFG,2020-06-04,463.852,7.809
102,AFG,2020-06-05,487.35699999999997,8.04
103,AFG,2020-06-06,502.30800000000005,8.503
104,AFG,2020-06-07,522.627,9.273
105,AFG,2020-06-08,537.398,9.582
106,AFG,2020-06-09,551.321,9.967
107,AFG,2020-06-10,568.891,10.505999999999998
108,AFG,2020-06-11,588.106,11.046
109,AFG,2020-06-12,604.9580000000001,11.56
110,AFG,2020-06-13,619.24,11.687999999999999
111,AFG,2020-06-14,636.297,12.202
112,AFG,2020-06-15,655.846,12.382
113,AFG,2020-06-16,675.96,12.716
114,AFG,2020-06-17,690.448,13.05
115,AFG,2020-06-18,707.3510000000001,14.129000000000001
116,AFG,2020-06-19,716.2389999999999,14.18
117,AFG,2020-06-20,730.265,14.719000000000001
118,AFG,2020-06-21,740.7710000000001,15.027999999999999
119,AFG,2020-06-22,748.735,15.335999999999999
120,AFG,2020-06-23,757.058,15.85
121,AFG,2020-06-24,763.069,16.389
122,AFG,2020-06-25,774.885,17.314
123,AFG,2020-06-26,781.975,17.519000000000002
124,AFG,2020-06-27,786.2139999999999,18.393
125,AFG,2020-06-28,795.23,18.701
126,AFG,2020-06-29,802.192,19.009
127,AFG,2020-06-30,809.3589999999999,19.317999999999998
128,AFG,2020-07-01,817.553,20.037
129,AFG,2020-07-02,822.331,20.781999999999996
130,AFG,2020-07-03,830.0889999999999,21.09
131,AFG,2020-07-04,839.029,21.27
132,AFG,2020-07-05,846.196,22.246
133,AFG,2020-07-06,852.335,23.119
134,AFG,2020-07-07,857.319,23.685
135,AFG,2020-07-08,862.7130000000001,24.121
136,AFG,2020-07-09,870.779,24.635
137,AFG,2020-07-10,878.1260000000001,24.995
138,AFG,2020-07-11,882.545,25.585
139,AFG,2020-07-12,884.7280000000001,25.996
140,AFG,2020-07-13,888.684,26.715999999999998
141,AFG,2020-07-14,892.1519999999999,27.331999999999997
142,AFG,2020-07-15,898.677,28.154
143,AFG,2020-07-16,900.6289999999999,28.694000000000003
144,AFG,2020-07-17,904.7139999999999,29.516
145,AFG,2020-07-18,906.255,29.951999999999998
146,AFG,2020-07-19,910.725,30.389
147,AFG,2020-07-20,911.752,30.441
148,AFG,2020-07-21,914.6289999999999,30.518
149,AFG,2020-07-22,917.5060000000001,30.62
150,AFG,2020-07-23,922.67,31.16
151,AFG,2020-07-24,924.211,31.519000000000002
152,AFG,2020-07-25,925.444,32.085
153,AFG,2020-07-26,928.552,32.393
154,AFG,2020-07-27,931.275,32.65
155,AFG,2020-07-28,933.9730000000001,32.675
156,AFG,2020-07-29,936.67,32.701
157,AFG,2020-07-30,938.442,32.958
158,AFG,2020-07-31,941.8589999999999,32.984
159,AFG,2020-08-01,942.758,33.009
160,AFG,2020-08-02,942.784,33.035
161,AFG,2020-08-03,943.7080000000001,33.138000000000005
162,AFG,2020-08-04,944.633,33.138000000000005
163,AFG,2020-08-05,945.84,33.292
164,AFG,2020-08-06,948.615,33.42
165,AFG,2020-08-07,950.618,33.652
166,AFG,2020-08-08,951.6460000000001,33.78
167,AFG,2020-08-09,952.596,33.934
168,AFG,2020-08-10,954.395,34.14
169,AFG,2020-08-11,957.143,34.576
170,AFG,2020-08-12,959.096,34.833
171,AFG,2020-08-13,961.305,35.064
172,AFG,2020-08-14,963.2310000000001,35.193000000000005
173,AFG,2020-08-15,964.387,35.219
174,AFG,2020-08-16,965.62,35.347
175,AFG,2020-08-17,967.5980000000001,35.398
176,AFG,2020-08-18,968.703,35.501
177,AFG,2020-08-19,969.7310000000001,35.553000000000004
178,AFG,2020-08-20,972.3510000000001,35.604
179,AFG,2020-08-21,973.198,35.604
180,AFG,2020-08-22,974.7139999999999,35.604
181,AFG,2020-08-23,975.8960000000001,35.655
182,AFG,2020-08-24,977.309,35.707
183,AFG,2020-08-25,977.72,35.912
184,AFG,2020-08-26,978.798,36.015
185,AFG,2020-08-27,979.209,36.015
186,AFG,2020-08-28,979.492,36.041
187,AFG,2020-08-29,979.569,36.041
188,AFG,2020-08-30,980.1339999999999,36.041
189,AFG,2020-08-31,980.237,36.041
190,AFG,2020-09-01,981.11,36.143
191,AFG,2020-09-02,982.395,36.22
192,AFG,2020-09-03,983.551,36.22
193,AFG,2020-09-04,983.962,36.22
194,AFG,2020-09-05,984.4760000000001,36.22
195,AFG,2020-09-06,986.3760000000001,36.297
196,AFG,2020-09-07,988.8430000000001,36.375
197,AFG,2020-09-08,989.51,36.452
198,AFG,2020-09-09,990.127,36.503
199,AFG,2020-09-10,990.846,36.503
200,AFG,2020-09-11,991.72,36.503
201,AFG,2020-09-12,992.6189999999999,36.503
202,AFG,2020-09-13,994.545,36.503
203,AFG,2020-09-14,995.9839999999999,36.657
204,AFG,2020-09-15,997.0880000000001,36.683
205,AFG,2020-09-16,998.1160000000001,36.94
206,AFG,2020-09-17,998.553,36.94
207,AFG,2020-09-18,999.195,36.965
208,AFG,2020-09-19,999.76,36.965
209,AFG,2020-09-20,1002.971,37.068000000000005
210,AFG,2020-09-21,1003.742,37.145
211,AFG,2020-09-22,1004.307,37.171
212,AFG,2020-09-23,1005.566,37.196999999999996
213,AFG,2020-09-24,1006.2080000000001,37.325
214,AFG,2020-09-25,1006.6189999999999,37.325
215,AFG,2020-09-26,1006.773,37.376
216,AFG,2020-09-27,1007.672,37.376
217,AFG,2020-09-28,1007.98,37.453
218,AFG,2020-09-29,1008.3660000000001,37.505
219,AFG,2020-09-30,1008.725,37.505
220,AFG,2020-10-01,1009.1619999999999,37.505
221,AFG,2020-10-02,1009.29,37.505
222,AFG,2020-10-03,1009.47,37.608000000000004
223,AFG,2020-10-04,1010.6,37.608000000000004
224,AFG,2020-10-05,1012.681,37.71
225,AFG,2020-10-06,1014.325,37.736
226,AFG,2020-10-07,1015.918,37.787
227,AFG,2020-10-08,1017.665,37.813
228,AFG,2020-10-09,1019.643,37.864000000000004
229,AFG,2020-10-10,1019.9,37.89
230,AFG,2020-10-11,1022.3660000000001,37.993
231,AFG,2020-10-12,1024.19,38.044000000000004
232,AFG,2020-10-13,1025.6789999999999,38.07
233,AFG,2020-10-14,1027.375,38.096
234,AFG,2020-10-15,1028.197,38.096
235,AFG,2020-10-16,1029.79,38.198
236,AFG,2020-10-17,1031.151,38.275
237,AFG,2020-10-18,1032.667,38.378
238,AFG,2020-10-19,1034.902,38.507
239,AFG,2020-10-20,1037.008,38.558
240,AFG,2020-10-21,1040.63,38.609
241,AFG,2020-10-22,1043.61,38.711999999999996
242,AFG,2020-10-23,1045.177,38.764
243,AFG,2020-10-24,1047.258,38.866
244,AFG,2020-10-25,1048.927,38.943000000000005
245,AFG,2020-10-26,1051.599,39.046
246,AFG,2020-10-27,1054.039,39.175
247,AFG,2020-10-28,1056.942,39.329
248,AFG,2020-10-29,1060.1019999999999,39.406
249,AFG,2020-10-30,1061.797,39.431
250,AFG,2020-10-31,1064.135,39.508
251,AFG,2020-11-01,1066.087,39.508
252,AFG,2020-11-02,1069.478,39.663000000000004
253,AFG,2020-11-03,1071.9180000000001,39.74
254,AFG,2020-11-04,1074.127,39.842
255,AFG,2020-11-05,1077.236,39.997
256,AFG,2020-11-06,1078.263,39.997
257,AFG,2020-11-07,1079.753,40.048
258,AFG,2020-11-08,1082.99,40.202
259,AFG,2020-11-09,1086.535,40.51
260,AFG,2020-11-10,1090.799,40.586999999999996
261,AFG,2020-11-11,1094.55,40.69
262,AFG,2020-11-12,1099.328,40.946999999999996
263,AFG,2020-11-13,1103.797,41.05
264,AFG,2020-11-14,1105.493,41.306999999999995
265,AFG,2020-11-15,1110.759,41.615
266,AFG,2020-11-16,1116.616,42.0
267,AFG,2020-11-17,1122.087,42.153999999999996
268,AFG,2020-11-18,1128.33,42.333999999999996
269,AFG,2020-11-19,1134.829,42.463
270,AFG,2020-11-20,1139.607,42.797
271,AFG,2020-11-21,1143.203,43.105
272,AFG,2020-11-22,1148.4180000000001,43.413000000000004
273,AFG,2020-11-23,1155.662,43.721000000000004
274,AFG,2020-11-24,1160.44,44.055
275,AFG,2020-11-25,1165.8339999999998,44.388999999999996
276,AFG,2020-11-26,1171.383,44.62
277,AFG,2020-11-27,1174.5430000000001,44.698
278,AFG,2020-11-28,1177.651,45.006
279,AFG,2020-11-29,1184.638,45.571000000000005
280,AFG,2020-11-30,1188.697,46.11
281,AFG,2020-12-01,1194.913,46.803999999999995
282,AFG,2020-12-02,1200.103,47.292
283,AFG,2020-12-03,1203.1589999999999,47.42
284,AFG,2020-12-04,1203.1589999999999,47.42
285,AFG,2020-12-05,1209.1960000000001,47.883
286,AFG,2020-12-06,1215.2069999999999,48.14
287,AFG,2020-12-07,1220.6019999999999,48.808
288,AFG,2020-12-08,1225.739,48.961999999999996
289,AFG,2020-12-09,1229.2069999999999,49.29600000000001
290,AFG,2020-12-10,1234.396,49.707
291,AFG,2020-12-11,1236.015,49.964
292,AFG,2020-12-12,1238.917,50.246
293,AFG,2020-12-13,1246.573,50.477
294,AFG,2020-12-14,1251.479,50.58
295,AFG,2020-12-15,1257.49,51.248000000000005
296,AFG,2020-12-16,1262.859,51.659
297,AFG,2020-12-17,1268.433,52.019
298,AFG,2020-12-18,1274.675,52.147
299,AFG,2020-12-19,1276.2169999999999,52.583999999999996
300,AFG,2020-12-20,1279.71,53.098
301,AFG,2020-12-21,1284.745,53.483000000000004
302,AFG,2020-12-22,1289.292,53.843
303,AFG,2020-12-23,1295.5339999999999,54.382
304,AFG,2020-12-24,1301.237,54.613
305,AFG,2020-12-25,1305.219,54.946999999999996
306,AFG,2020-12-26,1307.171,55.20399999999999
307,AFG,2020-12-27,1311.101,55.486999999999995
308,AFG,2020-12-28,1317.2920000000001,55.846000000000004
309,AFG,2020-12-29,1319.09,55.975
310,AFG,2020-12-30,1320.503,56.026
311,AFG,2020-12-31,1323.612,56.283
312,AFG,2021-01-01,1323.612,56.283
313,AFG,2021-01-02,1323.612,56.283
314,AFG,2021-01-03,1323.612,56.283
315,AFG,2021-01-04,1361.759,57.465
316,AFG,2021-01-05,1364.1729999999998,57.644
317,AFG,2021-01-06,1364.1729999999998,57.644
318,AFG,2021-01-07,1366.793,57.876000000000005
319,AFG,2021-01-08,1370.004,57.978
320,AFG,2021-01-09,1371.751,58.158
321,AFG,2021-01-10,1374.037,58.492
322,AFG,2021-01-11,1375.296,58.775
323,AFG,2021-01-12,1376.4779999999998,59.108999999999995
324,AFG,2021-01-13,1376.4779999999998,59.108999999999995
325,AFG,2021-01-14,1381.384,59.443000000000005
326,AFG,2021-01-15,1382.8229999999999,59.699
327,AFG,2021-01-16,1385.5720000000001,60.008
328,AFG,2021-01-17,1386.753,60.085
329,AFG,2021-01-18,1388.757,60.188
330,AFG,2021-01-19,1390.786,60.265
331,AFG,2021-01-20,1394.306,60.47
332,AFG,2021-01-21,1397.517,60.701
333,AFG,2021-01-22,1399.5720000000001,60.881
334,AFG,2021-01-23,1401.524,60.958
335,AFG,2021-01-24,1402.4489999999998,61.086999999999996
336,AFG,2021-01-25,1404.4270000000001,61.266000000000005
337,AFG,2021-01-26,1406.43,61.369
338,AFG,2021-01-27,1409.102,61.369
339,AFG,2021-01-28,1410.0520000000001,61.575
340,AFG,2021-01-29,1411.285,61.626000000000005
341,AFG,2021-01-30,1413.058,61.652
342,AFG,2021-01-31,1413.443,61.652
343,AFG,2021-02-01,1414.368,61.754
344,AFG,2021-02-02,1415.961,61.78
345,AFG,2021-02-03,1417.3220000000001,61.806000000000004
346,AFG,2021-02-04,1418.786,61.832
347,AFG,2021-02-05,1419.66,61.832
348,AFG,2021-02-06,1421.33,61.857
349,AFG,2021-02-07,1421.4579999999999,61.909
350,AFG,2021-02-08,1422.0739999999998,61.986000000000004
351,AFG,2021-02-09,1422.717,62.011
352,AFG,2021-02-10,1423.1789999999999,62.114
353,AFG,2021-02-11,1423.641,62.14
354,AFG,2021-02-12,1424.2839999999999,62.268
355,AFG,2021-02-13,1425.003,62.345
356,AFG,2021-02-14,1425.491,62.345
357,AFG,2021-02-15,1426.056,62.345
358,AFG,2021-02-16,1426.1589999999999,62.371
359,AFG,2021-02-17,1426.724,62.371
360,AFG,2021-02-18,1427.161,62.422
361,AFG,2021-02-19,1427.6229999999998,62.422
362,AFG,2021-02-20,1427.7520000000002,62.422
363,AFG,2021-02-21,1428.368,62.474
364,AFG,2021-02-22,1428.7020000000002,62.498999999999995
365,AFG,2021-02-23,1429.4470000000001,62.551
366,AFG,2021-02-24,1429.9089999999999,62.577
367,AFG,2021-02-25,1430.32,62.628
368,AFG,2021-02-26,1430.731,62.731
369,AFG,2021-02-27,1431.014,62.756
370,AFG,2021-02-28,1431.194,62.756
371,AFG,2021-03-01,1431.682,62.782
372,AFG,2021-03-02,1432.35,62.833
373,AFG,2021-03-03,1432.632,62.833
374,AFG,2021-03-04,1432.761,62.833
375,AFG,2021-03-05,1434.0970000000002,62.91
376,AFG,2021-03-06,1434.431,62.91
377,AFG,2021-03-07,1434.61,62.91
378,AFG,2021-03-08,1435.355,62.961999999999996
379,AFG,2021-03-09,1435.355,62.961999999999996
380,AFG,2021-03-10,1435.818,62.961999999999996
381,AFG,2021-03-11,1436.4089999999999,62.961999999999996
382,AFG,2021-03-12,1437.487,63.038999999999994
383,AFG,2021-03-13,1437.487,63.038999999999994
384,AFG,2021-03-14,1438.155,63.11600000000001
385,AFG,2021-03-15,1438.155,63.167
386,AFG,2021-03-16,1438.412,63.193000000000005
387,AFG,2021-03-17,1438.9520000000002,63.193000000000005
388,AFG,2021-03-18,1439.671,63.244
389,AFG,2021-03-19,1440.3129999999999,63.244
390,AFG,2021-03-20,1440.93,63.244
391,ALB,2020-02-25,0.0,0.0
392,ALB,2020-02-26,0.0,0.0
393,ALB,2020-02-27,0.0,0.0
394,ALB,2020-02-28,0.0,0.0
395,ALB,2020-02-29,0.0,0.0
396,ALB,2020-03-01,0.0,0.0
397,ALB,2020-03-02,0.0,0.0
398,ALB,2020-03-03,0.0,0.0
399,ALB,2020-03-04,0.0,0.0
400,ALB,2020-03-05,0.0,0.0
401,ALB,2020-03-06,0.0,0.0
402,ALB,2020-03-07,0.0,0.0
403,ALB,2020-03-08,0.0,0.0
404,ALB,2020-03-09,0.695,0.0
405,ALB,2020-03-10,3.475,0.0
406,ALB,2020-03-11,4.17,0.34700000000000003
407,ALB,2020-03-12,7.992000000000001,0.34700000000000003
408,ALB,2020-03-13,11.467,0.34700000000000003
409,ALB,2020-03-14,13.205,0.34700000000000003
410,ALB,2020-03-15,14.594000000000001,0.34700000000000003
411,ALB,2020-03-16,17.722,0.34700000000000003
412,ALB,2020-03-17,19.112000000000002,0.34700000000000003
413,ALB,2020-03-18,20.502,0.695
414,ALB,2020-03-19,22.239,0.695
415,ALB,2020-03-20,24.324,0.695
416,ALB,2020-03-21,26.409000000000002,0.695
417,ALB,2020-03-22,30.926,0.695
418,ALB,2020-03-23,36.139,1.39
419,ALB,2020-03-24,42.74100000000001,1.7369999999999999
420,ALB,2020-03-25,50.733000000000004,1.7369999999999999
421,ALB,2020-03-26,60.463,2.085
422,ALB,2020-03-27,64.633,2.78
423,ALB,2020-03-28,68.455,3.475
424,ALB,2020-03-29,73.667,3.475
425,ALB,2020-03-30,77.49,3.822
426,ALB,2020-03-31,84.44,5.212000000000001
427,ALB,2020-04-01,89.999,5.212000000000001
428,ALB,2020-04-02,96.25399999999999,5.56
429,ALB,2020-04-03,105.63600000000001,5.907
430,ALB,2020-04-04,115.713,6.95
431,ALB,2020-04-05,125.443,6.95
432,ALB,2020-04-06,131.003,7.297000000000001
433,ALB,2020-04-07,133.088,7.645
434,ALB,2020-04-08,138.995,7.645
435,ALB,2020-04-09,142.122,7.992000000000001
436,ALB,2020-04-10,144.555,7.992000000000001
437,ALB,2020-04-11,150.46200000000002,7.992000000000001
438,ALB,2020-04-12,154.97899999999998,7.992000000000001
439,ALB,2020-04-13,162.27700000000002,7.992000000000001
440,ALB,2020-04-14,165.05700000000002,8.34
441,ALB,2020-04-15,171.65900000000002,8.687000000000001
442,ALB,2020-04-16,179.99900000000002,9.035
443,ALB,2020-04-17,187.296,9.035
444,ALB,2020-04-18,190.423,9.035
445,ALB,2020-04-19,195.28799999999998,9.035
446,ALB,2020-04-20,202.933,9.035
447,ALB,2020-04-21,211.62,9.035
448,ALB,2020-04-22,220.30700000000002,9.382
449,ALB,2020-04-23,230.38400000000001,9.382
450,ALB,2020-04-24,235.597,9.382
451,ALB,2020-04-25,247.41099999999997,9.382
452,ALB,2020-04-26,252.27599999999998,9.73
453,ALB,2020-04-27,255.75099999999998,9.73
454,ALB,2020-04-28,260.616,10.425
455,ALB,2020-04-29,266.176,10.425
456,ALB,2020-04-30,268.608,10.772
457,ALB,2020-05-01,271.735,10.772
458,ALB,2020-05-02,274.168,10.772
459,ALB,2020-05-03,276.253,10.772
460,ALB,2020-05-04,279.033,10.772
461,ALB,2020-05-05,284.94,10.772
462,ALB,2020-05-06,289.11,10.772
463,ALB,2020-05-07,292.585,10.772
464,ALB,2020-05-08,295.365,10.772
465,ALB,2020-05-09,297.449,10.772
466,ALB,2020-05-10,301.619,10.772
467,ALB,2020-05-11,303.009,10.772
468,ALB,2020-05-12,304.399,10.772
469,ALB,2020-05-13,305.789,10.772
470,ALB,2020-05-14,312.04400000000004,10.772
471,ALB,2020-05-15,318.29900000000004,10.772
472,ALB,2020-05-16,324.20599999999996,10.772
473,ALB,2020-05-17,328.723,10.772
474,ALB,2020-05-18,329.418,10.772
475,ALB,2020-05-19,329.76599999999996,10.772
476,ALB,2020-05-20,334.978,10.772
477,ALB,2020-05-21,336.716,10.772
478,ALB,2020-05-22,340.885,10.772
479,ALB,2020-05-23,343.665,10.772
480,ALB,2020-05-24,346.793,11.12
481,ALB,2020-05-25,348.87800000000004,11.12
482,ALB,2020-05-26,357.565,11.467
483,ALB,2020-05-27,364.86199999999997,11.467
484,ALB,2020-05-28,373.897,11.467
485,ALB,2020-05-29,381.889,11.467
486,ALB,2020-05-30,389.881,11.467
487,ALB,2020-05-31,395.093,11.467
488,ALB,2020-06-01,397.17800000000005,11.467
489,ALB,2020-06-02,404.476,11.467
490,ALB,2020-06-03,411.425,11.467
491,ALB,2020-06-04,415.94300000000004,11.467
492,ALB,2020-06-05,421.155,11.467
493,ALB,2020-06-06,428.105,11.815
494,ALB,2020-06-07,432.97,11.815
495,ALB,2020-06-08,438.87699999999995,11.815
496,ALB,2020-06-09,451.38599999999997,11.815
497,ALB,2020-06-10,465.981,11.815
498,ALB,2020-06-11,481.27,12.162
499,ALB,2020-06-12,492.043,12.51
500,ALB,2020-06-13,508.722,12.51
501,ALB,2020-06-14,528.529,12.51
502,ALB,2020-06-15,552.505,12.51
503,ALB,2020-06-16,580.999,12.857000000000001
504,ALB,2020-06-17,598.374,13.205
505,ALB,2020-06-18,621.308,13.552
506,ALB,2020-06-19,638.682,14.594000000000001
507,ALB,2020-06-20,657.0989999999999,14.942
508,ALB,2020-06-21,681.7710000000001,15.289000000000001
509,ALB,2020-06-22,693.238,15.289000000000001
510,ALB,2020-06-23,711.307,15.637
511,ALB,2020-06-24,734.5889999999999,16.332
512,ALB,2020-06-25,761.693,17.027
513,ALB,2020-06-26,788.45,17.722
514,ALB,2020-06-27,809.6460000000001,18.417
515,ALB,2020-06-28,834.665,19.112000000000002
516,ALB,2020-06-29,856.905,20.154
517,ALB,2020-06-30,880.8810000000001,21.544
518,ALB,2020-07-01,896.518,22.587
519,ALB,2020-07-02,925.012,23.976999999999997
520,ALB,2020-07-03,956.2860000000001,25.019000000000002
521,ALB,2020-07-04,979.568,25.714000000000002
522,ALB,2020-07-05,1005.2819999999999,26.409000000000002
523,ALB,2020-07-06,1029.953,27.451999999999998
524,ALB,2020-07-07,1055.6680000000001,28.147
525,ALB,2020-07-08,1079.297,28.840999999999998
526,ALB,2020-07-09,1107.7910000000002,28.840999999999998
527,ALB,2020-07-10,1139.065,29.535999999999998
528,ALB,2020-07-11,1171.381,30.926
529,ALB,2020-07-12,1200.222,32.316
530,ALB,2020-07-13,1240.878,33.010999999999996
531,ALB,2020-07-14,1274.237,33.705999999999996
532,ALB,2020-07-15,1303.774,35.096
533,ALB,2020-07-16,1338.175,36.139
534,ALB,2020-07-17,1357.287,37.181
535,ALB,2020-07-18,1392.731,38.571
536,ALB,2020-07-19,1421.225,38.919000000000004
537,ALB,2020-07-20,1449.371,39.266
538,ALB,2020-07-21,1490.7220000000002,40.656
539,ALB,2020-07-22,1514.351,41.699
540,ALB,2020-07-23,1551.88,42.74100000000001
541,ALB,2020-07-24,1588.019,44.478
542,ALB,2020-07-25,1611.3,46.563
543,ALB,2020-07-26,1655.0839999999998,47.953
544,ALB,2020-07-27,1695.74,50.038000000000004
545,ALB,2020-07-28,1736.396,51.428000000000004
546,ALB,2020-07-29,1773.925,52.123000000000005
547,ALB,2020-07-30,1805.8929999999998,53.513000000000005
548,ALB,2020-07-31,1833.345,54.556000000000004
549,ALB,2020-08-01,1875.043,55.946000000000005
550,ALB,2020-08-02,1917.7839999999999,57.683
551,ALB,2020-08-03,1952.881,59.768
552,ALB,2020-08-04,1998.0539999999999,61.158
553,ALB,2020-08-05,2046.355,63.243
554,ALB,2020-08-06,2090.486,65.328
555,ALB,2020-08-07,2137.397,65.675
556,ALB,2020-08-08,2180.485,67.065
557,ALB,2020-08-09,2227.743,69.15
558,ALB,2020-08-10,2271.179,69.498
559,ALB,2020-08-11,2319.828,71.235
560,ALB,2020-08-12,2368.823,72.277
561,ALB,2020-08-13,2422.337,74.015
562,ALB,2020-08-14,2473.07,76.1
563,ALB,2020-08-15,2522.76,78.185
564,ALB,2020-08-16,2564.459,79.227
565,ALB,2020-08-17,2605.81,79.922
566,ALB,2020-08-18,2659.671,80.617
567,ALB,2020-08-19,2714.574,81.312
568,ALB,2020-08-20,2768.434,82.70200000000001
569,ALB,2020-08-21,2821.252,83.397
570,ALB,2020-08-22,2875.46,85.134
571,ALB,2020-08-23,2928.2790000000005,86.87200000000001
572,ALB,2020-08-24,2990.131,88.262
573,ALB,2020-08-25,3043.6440000000002,89.999
574,ALB,2020-08-26,3102.022,91.389
575,ALB,2020-08-27,3156.23,92.432
576,ALB,2020-08-28,3195.1490000000003,94.169
577,ALB,2020-08-29,3224.3379999999997,95.559
578,ALB,2020-08-30,3259.434,97.29700000000001
579,ALB,2020-08-31,3305.65,98.686
580,ALB,2020-09-01,3337.967,100.771
581,ALB,2020-09-02,3380.36,102.85600000000001
582,ALB,2020-09-03,3420.6690000000003,104.594
583,ALB,2020-09-04,3463.41,106.331
584,ALB,2020-09-05,3510.32,108.416
585,ALB,2020-09-06,3563.486,109.806
586,ALB,2020-09-07,3615.9570000000003,110.84899999999999
587,ALB,2020-09-08,3667.0370000000003,111.544
588,ALB,2020-09-09,3719.508,111.891
589,ALB,2020-09-10,3773.716,112.586
590,ALB,2020-09-11,3829.6620000000003,113.62799999999999
